,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year
304677,C563600,84880,WHITE WIRE EGG HOLDER,-1,2011-08-18 06:24:00,7.5,14911.0,EIRE,-7.5,2011
304678,C563600,22627,MINT KITCHEN SCALES,-1,2011-08-18 06:24:00,8.5,14911.0,EIRE,-8.5,2011
304679,C563600,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-18 06:24:00,12.75,14911.0,EIRE,-12.75,2011
304680,C563600,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2011-08-18 06:24:00,2.55,14911.0,EIRE,-2.55,2011
304681,C563600,22182,CAKE STAND VICTORIAN FILIGREE SMALL,-2,2011-08-18 06:24:00,4.95,14911.0,EIRE,-9.9,2011
304682,C563600,21584,RETROSPOT SMALL TUBE MATCHES,-1,2011-08-18 06:24:00,1.65,14911.0,EIRE,-1.65,2011
304683,C563600,21845,DAIRY MAID STRIPE MUG,-8,2011-08-18 06:24:00,0.79,14911.0,EIRE,-6.32,2011
304684,C563601,23160,REGENCY TEA SPOON,-3,2011-08-18 06:25:00,1.25,13047.0,United Kingdom,-3.75,2011
304685,C563602,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-18 06:26:00,9.95,14291.0,United Kingdom,-9.95,2011
304686,C563603,22358,KINGS CHOICE TEA CADDY ,-1,2011-08-18 06:28:00,2.95,17302.0,United Kingdom,-2.95,2011
304687,C563603,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-08-18 06:28:00,12.75,17302.0,United Kingdom,-12.75,2011
304688,C563604,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-18 06:28:00,14.95,15251.0,United Kingdom,-14.95,2011
304689,C563605,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-08-18 06:29:00,2.95,14112.0,United Kingdom,-2.95,2011
304690,C563606,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-18 06:30:00,16.95,13925.0,United Kingdom,-16.95,2011
304691,C563606,22846,BREAD BIN DINER STYLE RED ,-1,2011-08-18 06:30:00,16.95,13925.0,United Kingdom,-16.95,2011
304692,C563606,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,2011-08-18 06:30:00,14.95,13925.0,United Kingdom,-14.95,2011
304693,C563607,22729,ALARM CLOCK BAKELIKE ORANGE,-2,2011-08-18 06:31:00,3.75,13078.0,United Kingdom,-7.5,2011
304694,C563608,21845,DAIRY MAID STRIPE MUG,-2,2011-08-18 06:33:00,0.79,17719.0,United Kingdom,-1.58,2011
304695,C563608,22624,IVORY KITCHEN SCALES,-1,2011-08-18 06:33:00,8.5,17719.0,United Kingdom,-8.5,2011
304696,C563609,22784,LANTERN CREAM GAZEBO ,-2,2011-08-18 06:34:00,4.95,18178.0,United Kingdom,-9.9,2011
304697,C563610,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,2011-08-18 06:36:00,4.25,14937.0,Channel Islands,-4.25,2011
304698,C563611,84949,SILVER HANGING T-LIGHT HOLDER,-3,2011-08-18 06:38:00,1.65,17340.0,United Kingdom,-4.949999999999999,2011
304699,C563611,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-18 06:38:00,0.65,17340.0,United Kingdom,-0.65,2011
304700,C563612,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-08-18 06:39:00,3.75,17442.0,United Kingdom,-3.75,2011
305197,C563655,22844,VINTAGE CREAM DOG FOOD CONTAINER,-12,2011-08-18 10:44:00,7.65,15311.0,United Kingdom,-91.80000000000001,2011
305198,C563655,22778,GLASS CLOCHE SMALL,-24,2011-08-18 10:44:00,3.39,15311.0,United Kingdom,-81.36,2011
305199,C563655,47351B,BLUE  VOILE LAMPSHADE,-48,2011-08-18 10:44:00,2.55,15311.0,United Kingdom,-122.39999999999999,2011
305200,C563655,23165,LARGE CERAMIC TOP STORAGE JAR,-48,2011-08-18 10:44:00,1.45,15311.0,United Kingdom,-69.6,2011
305481,C563693,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2011-08-18 13:04:00,1.65,17243.0,United Kingdom,-1.65,2011
305482,C563693,23184,BULL DOG BOTTLE OPENER,-2,2011-08-18 13:04:00,4.95,17243.0,United Kingdom,-9.9,2011
305831,C563716,22470,HEART OF WICKER LARGE,-1,2011-08-18 16:14:00,2.95,15706.0,United Kingdom,-2.95,2011
306396,C563751,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,2011-08-19 10:37:00,1.25,12528.0,Germany,-5.0,2011
306397,C563752,22891,TEA FOR ONE POLKADOT,-1,2011-08-19 10:38:00,4.25,12362.0,Belgium,-4.25,2011
306398,C563752,22659,LUNCH BOX I LOVE LONDON,-6,2011-08-19 10:38:00,1.95,12362.0,Belgium,-11.7,2011
306399,C563752,22630,DOLLY GIRL LUNCH BOX,-1,2011-08-19 10:38:00,1.95,12362.0,Belgium,-1.95,2011
306565,C563773,22730,ALARM CLOCK BAKELIKE IVORY,-8,2011-08-19 11:18:00,3.75,13048.0,United Kingdom,-30.0,2011
306723,C563838,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,2011-08-19 13:13:00,3.75,18241.0,United Kingdom,-15.0,2011
306961,C563856,21789,KIDS RAIN MAC PINK,-19,2011-08-19 15:39:00,0.85,13090.0,United Kingdom,-16.15,2011
306962,C563856,21788,KIDS RAIN MAC BLUE,-20,2011-08-19 15:39:00,0.85,13090.0,United Kingdom,-17.0,2011
307018,C563894,21042,RED RETROSPOT APRON ,-1,2011-08-21 09:18:00,5.95,16330.0,United Kingdom,-5.95,2011
307019,C563894,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,-1,2011-08-21 09:18:00,3.75,16330.0,United Kingdom,-3.75,2011
307052,C563899,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-21 10:55:00,3.75,17097.0,Spain,-3.75,2011
307053,C563899,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-1,2011-08-21 10:55:00,12.75,17097.0,Spain,-12.75,2011
307468,C563918,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,2011-08-21 13:47:00,1.45,14572.0,United Kingdom,-1.45,2011
308311,C563948,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,2011-08-22 10:30:00,1.65,13089.0,United Kingdom,-9.899999999999999,2011
308312,C563948,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-6,2011-08-22 10:30:00,1.65,13089.0,United Kingdom,-9.899999999999999,2011
308313,C563948,21670,BLUE SPOT CERAMIC DRAWER KNOB,-6,2011-08-22 10:30:00,1.25,13089.0,United Kingdom,-7.5,2011
309161,C564063,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2011-08-22 15:00:00,3.25,16184.0,United Kingdom,-3.25,2011
309359,C564081,22423,REGENCY CAKESTAND 3 TIER,-150,2011-08-22 17:10:00,10.95,17949.0,United Kingdom,-1642.5,2011
309377,C564084,23574,PACKING CHARGE,-1,2011-08-23 09:16:00,7.5,14911.0,EIRE,-7.5,2011
309573,C564094,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2011-08-23 10:30:00,2.95,16550.0,United Kingdom,-5.9,2011
309574,C564094,21658,GLASS  BEURRE DISH,-2,2011-08-23 10:30:00,3.95,16550.0,United Kingdom,-7.9,2011
309588,C564104,23199,JUMBO BAG APPLES,-10,2011-08-23 10:38:00,2.08,12530.0,Germany,-20.8,2011
309589,C564104,90070,RUBY GLASS CLUSTER BRACELET,-3,2011-08-23 10:38:00,5.95,12530.0,Germany,-17.85,2011
309590,C564108,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,2011-08-23 10:42:00,4.95,12428.0,Finland,-4.95,2011
309592,C564131,22946,WOODEN ADVENT CALENDAR CREAM,-1,2011-08-23 10:55:00,16.95,14407.0,United Kingdom,-16.95,2011
309606,C564134,23198,PANTRY MAGNETIC  SHOPPING LIST,-7,2011-08-23 11:02:00,1.45,12456.0,Switzerland,-10.15,2011
309607,C564134,23196,VINTAGE LEAF MAGNETIC NOTEPAD,-8,2011-08-23 11:02:00,1.45,12456.0,Switzerland,-11.6,2011
309608,C564134,22551,PLASTERS IN TIN SPACEBOY,-1,2011-08-23 11:02:00,1.65,12456.0,Switzerland,-1.65,2011
309609,C564134,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,2011-08-23 11:02:00,3.75,12456.0,Switzerland,-3.75,2011
309691,C564138,22662,LUNCH BAG DOLLY GIRL DESIGN,-1,2011-08-23 11:36:00,1.65,12753.0,Japan,-1.65,2011
309692,C564138,20979,36 PENCILS TUBE RED RETROSPOT,-16,2011-08-23 11:36:00,1.25,12753.0,Japan,-20.0,2011
309693,C564138,22637,PIGGY BANK RETROSPOT ,-2,2011-08-23 11:36:00,2.1,12753.0,Japan,-4.2,2011
309694,C564138,21218,RED SPOTTY BISCUIT TIN,-3,2011-08-23 11:36:00,3.25,12753.0,Japan,-9.75,2011
309695,C564138,23239,SET OF 4 KNICK KNACK TINS POPPIES,-1,2011-08-23 11:36:00,3.75,12753.0,Japan,-3.75,2011
309696,C564138,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,2011-08-23 11:36:00,1.65,12753.0,Japan,-3.3,2011
309697,C564138,23238,SET OF 4 KNICK KNACK TINS LONDON ,-1,2011-08-23 11:36:00,3.75,12753.0,Japan,-3.75,2011
309698,C564138,23229,VINTAGE DONKEY TAIL GAME ,-1,2011-08-23 11:36:00,3.39,12753.0,Japan,-3.39,2011
309864,C564142,79191C,RETRO PLASTIC ELEPHANT TRAY,-1,2011-08-23 11:49:00,0.85,12477.0,Germany,-0.85,2011
309865,C564142,22244,3 HOOK HANGER MAGIC GARDEN,-1,2011-08-23 11:49:00,1.95,12477.0,Germany,-1.95,2011
309866,C564142,21155,RED RETROSPOT PEG BAG,-1,2011-08-23 11:49:00,2.55,12477.0,Germany,-2.55,2011
310402,C564183,POST,POSTAGE,-1,2011-08-23 15:04:00,14.95,,United Kingdom,-14.95,2011
310403,C564183,M,Manual,-1,2011-08-23 15:04:00,58.29,,United Kingdom,-58.29,2011
310845,C564204,21137,BLACK RECORD COVER FRAME,-1,2011-08-24 08:55:00,3.39,13576.0,United Kingdom,-3.39,2011
310847,C564206,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2011-08-24 09:04:00,1.25,14301.0,United Kingdom,-1.25,2011
310848,C564206,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,-2,2011-08-24 09:04:00,1.25,14301.0,United Kingdom,-2.5,2011
310849,C564206,22067,CHOC TRUFFLE GOLD TRINKET POT ,-3,2011-08-24 09:04:00,1.45,14301.0,United Kingdom,-4.35,2011
310850,C564207,22156,HEART DECORATION WITH PEARLS ,-7,2011-08-24 09:06:00,0.72,15270.0,United Kingdom,-5.04,2011
310851,C564207,22457,NATURAL SLATE HEART CHALKBOARD ,-2,2011-08-24 09:06:00,2.55,15270.0,United Kingdom,-5.1,2011
310852,C564207,75049L,LARGE CIRCULAR MIRROR MOBILE,-35,2011-08-24 09:06:00,0.85,15270.0,United Kingdom,-29.75,2011
310853,C564208,23129,HEART SHAPED HOLLY WREATH,-1,2011-08-24 09:07:00,4.15,15469.0,United Kingdom,-4.15,2011
310854,C564208,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-08-24 09:07:00,9.95,15469.0,United Kingdom,-9.95,2011
310855,C564209,22996,TRAVEL CARD WALLET VINTAGE TICKET,-1,2011-08-24 09:07:00,0.42,14189.0,United Kingdom,-0.42,2011
310856,C564209,22121,NOEL WOODEN BLOCK LETTERS ,-1,2011-08-24 09:07:00,5.95,14189.0,United Kingdom,-5.95,2011
310857,C564210,23203,JUMBO BAG VINTAGE DOILY ,-1,2011-08-24 09:10:00,2.08,14194.0,United Kingdom,-2.08,2011
310858,C564211,23112,PARISIENNE CURIO CABINET,-1,2011-08-24 09:11:00,7.5,17652.0,United Kingdom,-7.5,2011
310859,C564211,23110,PARISIENNE KEY CABINET ,-1,2011-08-24 09:11:00,5.75,17652.0,United Kingdom,-5.75,2011
310860,C564212,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-24 09:13:00,2.95,13209.0,United Kingdom,-2.95,2011
310861,C564212,22992,REVOLVER WOODEN RULER ,-1,2011-08-24 09:13:00,1.95,13209.0,United Kingdom,-1.95,2011
310862,C564212,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,-3.75,2011
310863,C564212,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,-3.75,2011
310864,C564212,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-24 09:13:00,3.75,13209.0,United Kingdom,-3.75,2011
310865,C564213,21845,DAIRY MAID STRIPE MUG,-2,2011-08-24 09:15:00,0.79,15301.0,United Kingdom,-1.58,2011
310866,C564213,23110,PARISIENNE KEY CABINET ,-1,2011-08-24 09:15:00,5.75,15301.0,United Kingdom,-5.75,2011
310867,C564214,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-08-24 09:20:00,2.95,16996.0,United Kingdom,-2.95,2011
310868,C564214,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,2011-08-24 09:20:00,2.95,16996.0,United Kingdom,-17.700000000000003,2011
310869,C564215,22960,JAM MAKING SET WITH JARS,-1,2011-08-24 09:22:00,4.25,16133.0,United Kingdom,-4.25,2011
310894,C564217,22666,RECIPE BOX PANTRY YELLOW DESIGN,-2,2011-08-24 09:24:00,2.95,12994.0,United Kingdom,-5.9,2011
310895,C564217,22979,PANTRY WASHING UP BRUSH,-1,2011-08-24 09:24:00,1.45,12994.0,United Kingdom,-1.45,2011
310896,C564217,23252,VINTAGE RED ENAMEL TRIM JUG ,-2,2011-08-24 09:24:00,3.75,12994.0,United Kingdom,-7.5,2011
310897,C564217,22429,ENAMEL MEASURING JUG CREAM,-3,2011-08-24 09:24:00,4.25,12994.0,United Kingdom,-12.75,2011
310898,C564217,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-1,2011-08-24 09:24:00,2.1,12994.0,United Kingdom,-2.1,2011
310899,C564217,85053,FRENCH ENAMEL CANDLEHOLDER,-3,2011-08-24 09:24:00,2.1,12994.0,United Kingdom,-6.300000000000001,2011
310900,C564218,79191C,RETRO PLASTIC ELEPHANT TRAY,-24,2011-08-24 09:25:00,0.85,16302.0,United Kingdom,-20.4,2011
311271,C564232,85159B,"WHITE TEA,COFFEE,SUGAR JARS",-8,2011-08-24 10:25:00,1.95,13517.0,United Kingdom,-15.6,2011
311375,C564257,22098,BOUDOIR SQUARE TISSUE BOX,-36,2011-08-24 10:45:00,0.39,16607.0,United Kingdom,-14.040000000000001,2011
311392,C564276,84665,SQUARE CHERRY BLOSSOM CABINET,-16,2011-08-24 10:53:00,5.95,16841.0,United Kingdom,-95.2,2011
311393,C564279,21165,BEWARE OF THE CAT METAL SIGN ,-12,2011-08-24 10:54:00,1.69,17706.0,United Kingdom,-20.28,2011
311394,C564279,23064,CINDERELLA CHANDELIER ,-3,2011-08-24 10:54:00,49.95,17706.0,United Kingdom,-149.85000000000002,2011
311395,C564279,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-12,2011-08-24 10:54:00,4.15,17706.0,United Kingdom,-49.800000000000004,2011
311396,C564279,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-6,2011-08-24 10:54:00,12.75,17706.0,United Kingdom,-76.5,2011
311397,C564279,37501,TEA TIME TEA SET IN GIFT BOX,-2,2011-08-24 10:54:00,6.95,17706.0,United Kingdom,-13.9,2011
311398,C564281,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2011-08-24 10:54:00,1.49,14796.0,United Kingdom,-1.49,2011
311399,C564281,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2011-08-24 10:54:00,2.95,14796.0,United Kingdom,-2.95,2011
311400,C564281,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-24 10:54:00,1.25,14796.0,United Kingdom,-1.25,2011
311401,C564281,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,-1,2011-08-24 10:54:00,9.95,14796.0,United Kingdom,-9.95,2011
311402,C564281,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,2011-08-24 10:54:00,4.95,14796.0,United Kingdom,-4.95,2011
311403,C564281,84927A,WAKE UP COCKEREL TILE HOOK,-1,2011-08-24 10:54:00,0.39,14796.0,United Kingdom,-0.39,2011
311404,C564281,23185,FRENCH STYLE STORAGE JAR JAM,-1,2011-08-24 10:54:00,0.29,14796.0,United Kingdom,-0.29,2011
311405,C564299,23110,PARISIENNE KEY CABINET ,-4,2011-08-24 11:00:00,5.75,12853.0,United Kingdom,-23.0,2011
311406,C564299,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-8,2011-08-24 11:00:00,3.75,12853.0,United Kingdom,-30.0,2011
311803,C564320,22767,TRIPLE PHOTO FRAME CORNICE ,-1,2011-08-24 13:20:00,9.95,16536.0,United Kingdom,-9.95,2011
311932,C564331,POST,POSTAGE,-1,2011-08-24 13:57:00,18.0,12569.0,Germany,-18.0,2011
312092,C564340,AMAZONFEE,AMAZON FEE,-1,2011-08-24 14:50:00,4527.65,,United Kingdom,-4527.65,2011
312246,C564341,AMAZONFEE,AMAZON FEE,-1,2011-08-24 14:53:00,6662.51,,United Kingdom,-6662.51,2011
312660,C564362,23112,PARISIENNE CURIO CABINET,-2,2011-08-24 16:20:00,7.5,13148.0,United Kingdom,-15.0,2011
312661,C564362,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2011-08-24 16:20:00,6.95,13148.0,United Kingdom,-6.95,2011
312662,C564362,23118,PARISIENNE JEWELLERY DRAWER ,-1,2011-08-24 16:20:00,7.5,13148.0,United Kingdom,-7.5,2011
312663,C564362,23110,PARISIENNE KEY CABINET ,-2,2011-08-24 16:20:00,5.75,13148.0,United Kingdom,-11.5,2011
312725,C564368,21209,MULTICOLOUR HONEYCOMB FAN,-10,2011-08-25 09:29:00,0.39,16493.0,United Kingdom,-3.9000000000000004,2011
312726,C564368,21194,PINK  HONEYCOMB PAPER FAN,-6,2011-08-25 09:29:00,0.65,16493.0,United Kingdom,-3.9000000000000004,2011
312727,C564368,21208,PASTEL COLOUR HONEYCOMB FAN,-24,2011-08-25 09:29:00,0.39,16493.0,United Kingdom,-9.36,2011
312951,C564424,15039,SANDALWOOD FAN,-20,2011-08-25 11:10:00,0.85,12955.0,United Kingdom,-17.0,2011
312952,C564426,21875,KINGS CHOICE MUG,-1,2011-08-25 11:13:00,1.25,15804.0,United Kingdom,-1.25,2011
312953,C564426,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-1,2011-08-25 11:13:00,3.75,15804.0,United Kingdom,-3.75,2011
312954,C564427,21927,BLUE/CREAM STRIPE CUSHION COVER ,-1,2011-08-25 11:18:00,1.25,17841.0,United Kingdom,-1.25,2011
312955,C564427,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,-1,2011-08-25 11:18:00,1.45,17841.0,United Kingdom,-1.45,2011
312956,C564427,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2011-08-25 11:18:00,1.25,17841.0,United Kingdom,-1.25,2011
312957,C564427,21628,TRIANGULAR POUFFE VINTAGE ,-2,2011-08-25 11:18:00,14.95,17841.0,United Kingdom,-29.9,2011
312958,C564427,22041,"RECORD FRAME 7"" SINGLE SIZE ",-1,2011-08-25 11:18:00,2.55,17841.0,United Kingdom,-2.55,2011
312959,C564427,22893,MINI CAKE STAND T-LIGHT HOLDER,-1,2011-08-25 11:18:00,0.42,17841.0,United Kingdom,-0.42,2011
313049,C564435,POST,POSTAGE,-1,2011-08-25 12:05:00,4.41,17676.0,United Kingdom,-4.41,2011
313261,C564478,22990,COTTON APRON PANTRY DESIGN,-2,2011-08-25 13:12:00,4.95,14732.0,United Kingdom,-9.9,2011
313357,C564486,S,SAMPLES,-1,2011-08-25 13:57:00,83.06,,United Kingdom,-83.06,2011
313358,C564486,S,SAMPLES,-1,2011-08-25 13:57:00,280.17,,United Kingdom,-280.17,2011
313359,C564486,S,SAMPLES,-1,2011-08-25 13:57:00,162.0,,United Kingdom,-162.0,2011
313360,C564487,D,Discount,-1,2011-08-25 14:07:00,11.52,15838.0,United Kingdom,-11.52,2011
313361,C564488,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-3,2011-08-25 14:12:00,4.25,16859.0,United Kingdom,-12.75,2011
313362,C564488,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,-4,2011-08-25 14:12:00,4.25,16859.0,United Kingdom,-17.0,2011
313363,C564488,85231G,ORANGE SCENTED SET/9 T-LIGHTS,-10,2011-08-25 14:12:00,0.85,16859.0,United Kingdom,-8.5,2011
313364,C564488,85231B,CINAMMON SET OF 9 T-LIGHTS,-11,2011-08-25 14:12:00,0.85,16859.0,United Kingdom,-9.35,2011
313365,C564488,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-9,2011-08-25 14:12:00,0.85,16859.0,United Kingdom,-7.6499999999999995,2011
313366,C564488,22460,EMBOSSED GLASS TEALIGHT HOLDER,-11,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-13.75,2011
313367,C564488,18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,-4,2011-08-25 14:12:00,2.55,16859.0,United Kingdom,-10.2,2011
313368,C564488,84978,HANGING HEART JAR T-LIGHT HOLDER,-11,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-13.75,2011
313369,C564488,23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,-6,2011-08-25 14:12:00,2.08,16859.0,United Kingdom,-12.48,2011
313370,C564488,23039,T-LIGHT HOLDER SILVER HEART HANDLE,-6,2011-08-25 14:12:00,1.95,16859.0,United Kingdom,-11.7,2011
313371,C564488,23090,VINTAGE GLASS T-LIGHT HOLDER,-9,2011-08-25 14:12:00,0.83,16859.0,United Kingdom,-7.47,2011
313372,C564488,22791,T-LIGHT GLASS FLUTED ANTIQUE,-12,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-15.0,2011
313373,C564488,84946,ANTIQUE SILVER T-LIGHT GLASS,-11,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-13.75,2011
313374,C564488,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,-12,2011-08-25 14:12:00,0.95,16859.0,United Kingdom,-11.399999999999999,2011
313375,C564488,23145,ZINC T-LIGHT HOLDER STAR LARGE,-10,2011-08-25 14:12:00,0.95,16859.0,United Kingdom,-9.5,2011
313376,C564488,23144,ZINC T-LIGHT HOLDER STARS SMALL,-9,2011-08-25 14:12:00,0.83,16859.0,United Kingdom,-7.47,2011
313377,C564488,23086,ZINC  STAR T-LIGHT HOLDER ,-16,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-20.0,2011
313378,C564488,23087,ZINC  HEART T-LIGHT HOLDER,-15,2011-08-25 14:12:00,1.25,16859.0,United Kingdom,-18.75,2011
313418,C564490,85132C,CHARLIE AND LOLA FIGURES TINS,-1,2011-08-25 14:14:00,1.95,13266.0,United Kingdom,-1.95,2011
313419,C564490,21395,BLUE POLKADOT BEAKER ,-2,2011-08-25 14:14:00,0.39,13266.0,United Kingdom,-0.78,2011
313420,C564491,23302,KNEELING MAT HOUSEWORK  DESIGN,-1,2011-08-25 14:15:00,1.65,18204.0,United Kingdom,-1.65,2011
313421,C564491,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-25 14:15:00,12.75,18204.0,United Kingdom,-12.75,2011
313422,C564492,S,SAMPLES,-1,2011-08-25 14:16:00,239.07,,United Kingdom,-239.07,2011
313423,C564492,S,SAMPLES,-1,2011-08-25 14:16:00,34.9,,United Kingdom,-34.9,2011
313424,C564493,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-08-25 14:19:00,1.65,13089.0,United Kingdom,-9.899999999999999,2011
313425,C564493,22364,GLASS JAR DIGESTIVE BISCUITS,-4,2011-08-25 14:19:00,2.95,13089.0,United Kingdom,-11.8,2011
313426,C564493,22360,GLASS JAR ENGLISH CONFECTIONERY,-3,2011-08-25 14:19:00,2.95,13089.0,United Kingdom,-8.850000000000001,2011
313427,C564494,BANK CHARGES,Bank Charges,-1,2011-08-25 14:20:00,83.83,,United Kingdom,-83.83,2011
313461,C564498,BANK CHARGES,Bank Charges,-1,2011-08-25 14:22:00,77.63,,United Kingdom,-77.63,2011
313479,C564504,23209,LUNCH BAG VINTAGE DOILY ,-10,2011-08-25 14:24:00,1.65,16722.0,United Kingdom,-16.5,2011
313480,C564506,84818,DANISH ROSE PHOTO FRAME,-24,2011-08-25 14:26:00,0.79,15315.0,United Kingdom,-18.96,2011
313892,C564545,23209,LUNCH BAG VINTAGE DOILY ,-1,2011-08-25 16:08:00,1.65,14188.0,United Kingdom,-1.65,2011
313893,C564545,20724,RED RETROSPOT CHARLOTTE BAG,-1,2011-08-25 16:08:00,0.85,14188.0,United Kingdom,-0.85,2011
314166,C564571,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-08-26 11:14:00,4.95,14606.0,United Kingdom,-4.95,2011
314226,C564592,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-4,2011-08-26 11:27:00,3.29,13408.0,United Kingdom,-13.16,2011
314788,C564655,23075,PARLOUR CERAMIC WALL HOOK,-14,2011-08-26 14:35:00,4.15,13159.0,United Kingdom,-58.10000000000001,2011
314976,C564711,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2011-08-28 10:31:00,7.95,16768.0,United Kingdom,-7.95,2011
314977,C564711,21531,RED RETROSPOT SUGAR JAM BOWL,-1,2011-08-28 10:31:00,2.55,16768.0,United Kingdom,-2.55,2011
314978,C564711,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-28 10:31:00,1.25,16768.0,United Kingdom,-1.25,2011
315549,C564730,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-08-28 12:47:00,8.5,17841.0,United Kingdom,-8.5,2011
316165,C564748,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-6,2011-08-30 08:00:00,0.83,14911.0,EIRE,-4.9799999999999995,2011
316166,C564748,23211,RED ROCKING HORSE HAND PAINTED,-24,2011-08-30 08:00:00,1.25,14911.0,EIRE,-30.0,2011
316167,C564748,23210,WHITE ROCKING HORSE HAND PAINTED,-24,2011-08-30 08:00:00,1.25,14911.0,EIRE,-30.0,2011
316168,C564748,22978,PANTRY ROLLING PIN,-5,2011-08-30 08:00:00,3.75,14911.0,EIRE,-18.75,2011
316169,C564748,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-24,2011-08-30 08:00:00,1.25,14911.0,EIRE,-30.0,2011
316219,C564751,22065,CHRISTMAS PUDDING TRINKET POT ,-4,2011-08-30 10:06:00,1.45,17828.0,Malta,-5.8,2011
316220,C564751,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-08-30 10:06:00,9.95,17828.0,Malta,-9.95,2011
317309,C564759,22843,BISCUIT TIN VINTAGE GREEN,-1,2011-08-30 10:40:00,6.75,14911.0,EIRE,-6.75,2011
317310,C564759,21471,STRAWBERRY RAFFIA FOOD COVER,-2,2011-08-30 10:40:00,3.75,14911.0,EIRE,-7.5,2011
317311,C564759,22960,JAM MAKING SET WITH JARS,-1,2011-08-30 10:40:00,4.25,14911.0,EIRE,-4.25,2011
317508,C564763,CRUK,CRUK Commission,-1,2011-08-30 10:49:00,1.6,14096.0,United Kingdom,-1.6,2011
317545,C564812,D,Discount,-1,2011-08-30 11:45:00,16.67,14527.0,United Kingdom,-16.67,2011
